""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jun 05, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,286458,78010,3256645,217975,3219313,2249212,3132182,3060615,2057555,634603,1132640,1023419,11703786,8644841
DII,66330,28937,360339,4635030,7899,23885,0,45,394,30893,272576,9604,489740,4946192
FII,25958,293664,4008540,3307562,591082,977772,867141,447544,145131,235766,261997,150635,5984249,5328543
Pro,62649,40784,917180,382137,1414049,1110215,1233021,852879,854311,991976,1390178,709580,5350380,4608579
TOTAL,441395,441395,8542704,8542704,5232343,4361084,5232343,4361084,3057391,1893238,3057391,1893238,23528155,23528155
