""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Feb 04, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,159326,62800,2762869,275713,2186918,2077513,2221531,2361848,1739814,786884,1099197,986701,9713325,7007790
DII,110847,29296,265413,4493703,1075,63613,507,507,1626,29968,271530,1181,472542,4796724
FII,43892,191208,3865370,2493441,540105,775654,608064,541739,152892,177778,183284,152700,5555691,4170436
Pro,24928,55689,749488,380283,851237,924495,749234,937181,1075435,1057972,1415756,912020,4683555,4450163
TOTAL,338993,338993,7643140,7643140,3579336,3841275,3579336,3841275,2969767,2052602,2969767,2052602,20425113,20425113
