""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Oct 31,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,435068,221913,2197337,210022,5241588,3502731,5472378,4653411,875595,405295,525961,548663,12657614,11632348
DII,138161,170049,66021,3425080,2078,171381,0,0,92,0,354,0,377733,3595483
FII,61521,214748,2654268,1680736,1455970,1683734,1142284,947463,13946,40827,66561,46818,5910266,4098610
Pro,64673,92713,560236,162024,1724087,1872602,1809061,1629574,235451,393103,532208,243744,4850152,4469324
TOTAL,699423,699423,5477862,5477862,8423723,7230448,8423723,7230448,1125084,839225,1125084,839225,23795765,23795765
