""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Apr 07, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,259127,90686,2562749,188424,1522281,1314678,1361701,1704951,1060539,528518,678352,678015,7247891,4702129
DII,93469,26551,327454,4184887,5551,32110,1269,302,971,34057,220731,4218,493612,4437958
FII,75768,335203,4178733,3120209,335168,698495,541912,377686,124272,148784,149270,107082,5561220,4631361
Pro,62931,38855,756084,331500,673541,695937,631659,658281,800544,814805,937973,736849,3803842,3335117
TOTAL,491295,491295,7825020,7825020,2536541,2741220,2536541,2741220,1986326,1526164,1986326,1526164,17106566,17106566
