""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jul 17, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,219094,73128,3158159,324434,2387972,3123046,2599692,3593778,2453961,870360,1364450,1200956,12212592,9156437
DII,74763,15604,395684,4246695,7590,32374,26,164,4775,36207,417897,12862,551393,4693248
FII,30554,247082,3780034,3226489,584454,1048195,653865,650336,289458,411527,441030,275812,6144222,5494614
Pro,40283,28880,1072053,608312,1063247,1304060,789680,1263397,1184422,1188881,1709239,1017345,5852945,5416853
TOTAL,364694,364694,8405930,8405930,4043263,5507675,4043263,5507675,3932616,2506975,3932616,2506975,24761152,24761152
