""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Sep 13,2023"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,168387,196446,1551645,209869,3520956,4302004,3782738,4521338,1278371,471135,767549,594815,11292498,10072755
DII,46614,65429,131818,1642584,0,147406,0,0,1,0,152106,0,325839,1860119
FII,122728,62161,1118419,1199812,988072,1124971,627234,760215,63884,70495,98569,66255,3488569,2814246
Pro,36266,49959,430397,180014,1173190,1395519,1272246,1688347,446789,490806,770821,371366,3972967,4332752
TOTAL,373995,373995,3232279,3232279,5682218,6969899,5682218,6969899,1789045,1032436,1789045,1032436,19079872,19079872
