""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on May 19, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,254202,98421,3085145,286560,2090148,1546904,1865841,2196644,2636550,826918,1407858,1091203,10439866,6946527
DII,67196,37737,389024,4241838,3634,57933,1024,340,1068,31107,479288,9744,549962,4769971
FII,35238,251518,4160037,3553115,406028,813798,611362,385995,252804,313973,381233,244199,5981878,5427422
Pro,70724,39684,1045938,598631,751501,901533,773083,737190,1266543,1194034,1888586,1020886,5230273,5058059
TOTAL,427360,427360,8680144,8680144,3251310,3320168,3251310,3320168,4156965,2366032,4156965,2366032,22201979,22201979
