""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Nov 25, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,144135,84047,2869888,244252,1460624,1036432,1460985,1482422,989375,431152,657616,676375,6931605,4605697
DII,78096,35595,155734,4593285,1950,23384,0,0,239,10341,13532,394,269744,4642806
FII,20420,115109,3535070,2205449,289447,493176,341259,234926,15948,31437,34343,14713,4385498,2945799
Pro,15551,23451,683815,201521,473262,602470,423038,438114,413810,570030,713881,351478,2758938,2151483
TOTAL,258202,258202,7244507,7244507,2225282,2155462,2225282,2155462,1419372,1042960,1419372,1042960,14345785,14345785
