""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jul 25,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,394724,385894,2147458,272724,4565194,3814384,4662555,4292911,837158,319655,504913,517764,12078573,10636761
DII,72678,151347,82314,2965593,2078,296904,0,0,368,0,2931,0,454342,3119871
FII,262243,199827,2377998,1706013,950898,1007710,741993,945977,12109,31338,47010,29460,4642296,3670280
Pro,91871,84448,530354,193794,1468518,1612835,1582140,1492945,220878,399895,515659,203664,4324351,4072650
TOTAL,821516,821516,5138124,5138124,6986688,6731833,6986688,6731833,1070513,750888,1070513,750888,21499562,21499562
