""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on May 16,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,520776,239455,2358343,240268,4164458,3979324,4364943,4808182,2016529,639857,1174324,941874,13679287,11769046
DII,78251,101433,148877,3012499,2078,202541,0,0,250,247,252176,0,432244,3366108
FII,143255,402871,2020581,1734580,1021935,1383384,902968,934268,126416,152746,162612,101019,4848317,4238318
Pro,90049,88572,744894,285348,1756624,1946672,1677184,1769471,615177,772866,1169260,522823,5926282,5512658
TOTAL,832331,832331,5272695,5272695,6945095,7511921,6945095,7511921,2758372,1565716,2758372,1565716,24886130,24886130
