""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jul 11, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,178631,110608,2420725,325993,2299359,1433224,2324355,1826035,2010534,657360,1195097,991470,8999833,6773558
DII,75383,41220,154590,4089237,70,16888,0,0,2086,415,364615,0,249432,4495072
FII,35226,138986,3480173,2051219,346342,448301,337657,273297,176040,173111,242601,188821,4659193,3232582
Pro,34480,32906,724209,313248,953090,899337,936848,698418,857020,959274,1243367,609869,4427410,3834656
TOTAL,323720,323720,6779697,6779697,3598861,2797750,3598861,2797750,3045680,1790160,3045680,1790160,18335868,18335868
