""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Feb 12,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,298692,214823,1887387,224702,6547330,3703607,6101415,4035758,1702231,544869,978497,750138,14684115,12305333
DII,56863,78258,89957,2228781,0,24754,0,0,109,40,164612,0,171723,2471651
FII,92567,178902,1588225,1435968,1162184,1135584,1268049,1038529,104307,96709,142779,88079,4179576,4152306
Pro,68274,44413,531608,207726,1997147,1655621,2337197,1445279,506375,617411,1027134,420812,5376436,5482561
TOTAL,516396,516396,4097177,4097177,9706661,6519566,9706661,6519566,2313022,1259029,2313022,1259029,24411850,24411850
