Participant wise Open Interest (no. of contracts) in Equity Derivatives as on May 14,"2024""""",,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,"Future Stock Short	",Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,"Total Long Contracts	",Total Short Contracts
Client,512031,241298,2345215,237245,7174425,6112281,7263873,6792162,1942092,602634,1131388,919741,18688678,16585707
DII,76668,102036,142941,3072869,2078,202729,0,0,386,148,242249,0,424950,3417154
FII,166242,379466,2053382,1685365,1506844,1601985,1341945,1127189,122406,152075,148820,96215,5602934,4779000
Pro,65246,97387,725509,271568,2243694,2277780,2321223,2275424,614523,779214,1156950,518115,6705966,6640667
TOTAL,820187,820187,5267047,5267047,10927041,10194775,10927041,10194775,2679407,1534071,2679407,1534071,31422528,31422528
