""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Apr 08,2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,138801,103741,2179522,349145,2514336,1868823,2901378,2480970,1847677,588925,863469,755305,9138083,7454007
DII,107388,28235,253925,4075748,220,55897,0,0,3521,84,292006,0,421035,4395989
FII,51486,160615,3631179,2062941,1166267,1170381,636350,562782,212017,278628,464398,329553,6509957,4216639
Pro,31534,36618,749730,326522,1159617,957712,1302712,1009060,841620,933357,1284962,716136,4673570,4676010
TOTAL,329209,329209,6814356,6814356,4840440,4052812,4840440,4052812,2904835,1800994,2904835,1800994,20742646,20742646
