""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Oct 14, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,197580,61115,2691856,284920,1929369,1415287,1875338,1819089,2060023,721582,1262851,1047145,9015697,6350459
DII,78678,34181,217671,4299694,11153,28520,0,0,31065,50,186418,0,367137,4520293
FII,16255,210635,3376799,2223080,294716,505650,325879,214243,88939,115126,112094,71074,4397486,3157005
Pro,44505,31087,816018,294650,696612,761578,730632,677704,797051,923003,1415715,641542,4038767,3791329
TOTAL,337018,337018,7102344,7102344,2931849,2711036,2931849,2711036,2977078,1759761,2977078,1759761,17819086,17819086
