""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Mar 28,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,401841,355441,1742313,235986,2524162,2563871,2547821,2734828,519658,228954,330369,345192,7980798,6549637
DII,37462,46724,77279,2311005,0,45128,0,0,46,0,8588,0,159915,2366317
FII,103470,127321,1764420,1316602,682440,794298,645232,700934,9423,16483,12197,9486,3370534,2811772
Pro,57519,70806,432621,153040,1292606,1310137,1306155,1277672,170442,264659,348415,155418,3527984,3311506
TOTAL,600292,600292,4016633,4016633,4499208,4713433,4499208,4713433,699569,510096,699569,510096,15039231,15039231
