""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Feb 14,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,265013,205446,1914507,231909,3072535,3531048,3222635,3781619,1663712,594268,999901,755927,11041082,9197437
DII,55432,77990,92146,2254049,0,24754,0,0,83,40,179369,0,172455,2511408
FII,103459,183989,1600998,1433436,723744,978840,658383,739131,122008,105640,144337,94816,3634689,3254092
Pro,83416,39895,531857,220114,1152580,1340535,1067841,1354427,534243,601062,996439,450267,4243693,4128983
TOTAL,507320,507320,4139508,4139508,4948859,5875177,4948859,5875177,2320046,1301010,2320046,1301010,19091919,19091919
