""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jan 28,2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,418141,161501,2529108,341548,6894124,5271024,7575769,5651996,2557974,795100,1304420,995441,18465471,16030675
DII,134226,114368,271242,4174243,70,123808,0,0,3248,0,325254,0,532594,4613865
FII,117497,354183,3545498,2257197,2087027,1996036,1700137,1828025,382390,468731,710978,408057,8597179,7258577
Pro,62226,102038,892117,464977,2586806,2318108,2292121,2228954,1105202,1114520,1708162,974853,8078978,7771104
TOTAL,732090,732090,7237965,7237965,11568027,9708975,11568027,9708975,4048814,2378351,4048814,2378351,35674222,35674222
