""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Oct 28, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,150801,75156,2607698,263723,1469814,1226253,1436054,1515191,965051,438652,647746,616557,6858269,4554427
DII,73900,46948,157814,4213327,972,35957,0,0,0,6601,7795,25,275244,4268095
FII,29492,121658,3414298,2144120,270517,380878,284650,202558,26060,38563,36330,16621,4159808,2805937
Pro,17636,28067,660754,219394,529874,597457,550471,522797,369595,494145,668835,344758,2669461,2334322
TOTAL,271829,271829,6840564,6840564,2271176,2240546,2271176,2240546,1360706,977961,1360706,977961,13962782,13962782
