""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Sep 01, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,251892,64762,3388948,203620,2404377,1601079,2142394,2358027,1932963,682034,1109002,1078151,10261293,6955956
DII,43641,23164,300978,4496859,5176,31963,341,40,4657,42245,256177,13305,428660,4789886
FII,24718,246750,3449700,2898377,404624,911336,652685,278871,95724,211122,246569,110768,5097224,4434020
Pro,44427,30002,818606,359376,743625,707472,762383,614913,727774,903059,1149370,636236,3944964,3552280
TOTAL,364678,364678,7958232,7958232,3557803,3251850,3557803,3251850,2761118,1838460,2761118,1838460,19732141,19732141
