""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Dec 03, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,170574,77994,2958889,284249,2264281,1585464,2265276,2077839,1797042,658917,1202721,1070749,9435167,6978828
DII,70205,44602,184628,4694262,2950,26224,0,0,475,15046,108562,672,299528,4848098
FII,22201,135670,3559664,2225315,479820,632883,490779,341811,66913,89565,113106,73469,4851046,3380150
Pro,28259,32973,758481,257836,805700,855881,796696,680801,773819,949414,1213860,568052,4171554,3550219
TOTAL,291239,291239,7461662,7461662,3552751,3100452,3552751,3100452,2638249,1712942,2638249,1712942,18757295,18757295
