""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Aug 14, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,214029,89898,2521603,280683,1697060,1206346,1525668,1597071,1950556,774573,1205472,1004399,8364167,5703191
DII,66066,31131,177456,4191769,5870,45454,0,0,9008,0,184637,0,303854,4407537
FII,18213,201092,3457494,2144330,254685,420447,286714,164603,85791,113474,98213,71754,4350103,2966706
Pro,54976,31163,765428,305199,505175,655611,650408,566183,716374,842554,1273407,654448,3540119,3480809
TOTAL,353284,353284,6921981,6921981,2462790,2327858,2462790,2327858,2761729,1730601,2761729,1730601,16558243,16558243
