""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Nov 12, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,191487,87676,2934950,322474,1848418,2040248,1864821,2252093,2379383,935248,1502633,1186640,10329734,7216337
DII,87516,37594,203264,4681045,2381,18677,0,0,1697,13273,184332,419,326808,4903390
FII,25567,187807,3650380,2339303,396411,535568,381184,357460,106697,139604,144789,95235,4854227,3505779
Pro,44004,35497,885762,331534,666973,855425,668178,840364,974949,1017554,1630972,823385,4444667,4329930
TOTAL,348574,348574,7674356,7674356,2914183,3449917,2914183,3449917,3462726,2105679,3462726,2105679,19955435,19955435
