""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Mar 09, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,245808,128120,2835751,328851,3022076,2341316,2770071,2819762,1940543,635165,1124918,877365,11020659,8049087
DII,81908,34106,234956,4395041,775,27549,797,339,0,35135,355758,7748,380323,4793789
FII,31806,225708,3979894,2766095,658451,1061920,816277,666471,152540,194750,210732,134539,6079361,4819823
Pro,79230,50818,789630,350244,1111234,1212452,1205390,1156665,963325,993757,1365000,839155,5149628,4967272
TOTAL,438752,438752,7840231,7840231,4792536,4643237,4792536,4643237,3056408,1858807,3056408,1858807,22629970,22629970
