""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jan 12, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,206509,73546,2948118,313237,3694690,2828751,3653020,3309960,2499107,789470,1389177,1150745,12966646,9889686
DII,76549,38273,216040,4819092,2103,28546,0,0,0,23832,375854,1199,347070,5234418
FII,17819,211228,3805862,2350975,680685,887279,686219,621241,145011,160839,176135,119304,5697495,4165102
Pro,60578,38408,862171,348887,1373759,1431947,1411998,1245322,1060883,1140560,1763835,843453,5929898,5651903
TOTAL,361455,361455,7832191,7832191,5751237,5176523,5751237,5176523,3705001,2114701,3705001,2114701,24941109,24941109
