""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jan 19,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,282062,218692,1793564,250752,5621894,3217322,5257806,3649655,1949837,610185,1129618,800786,13474863,11307309
DII,54549,88804,100431,2157087,0,62642,0,0,93,1214,165464,0,218929,2411355
FII,124833,141073,1512453,1299905,1218345,1307858,1182564,1056621,108501,124175,180409,105405,4396165,3965977
Pro,57408,70283,586946,285650,1588908,1487908,1988777,1369454,600783,667946,1183723,497329,4989899,5395216
TOTAL,518852,518852,3993394,3993394,8429147,6075730,8429147,6075730,2659214,1403520,2659214,1403520,23079856,23079856
