""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Oct 29, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,152430,81929,2740987,297683,1695458,1842550,1783425,2070339,1185918,573616,852758,764672,8190959,5850807
DII,74542,39279,163339,4554840,1013,41727,0,0,0,8807,26326,38,289428,4620483
FII,29916,128230,3676025,2207441,357309,454756,352202,307113,46295,59812,62920,36674,4624113,3094581
Pro,23958,31408,725168,245555,719122,790856,637275,752437,560462,634396,850671,475247,3453963,2992592
TOTAL,280846,280846,7305519,7305519,2772902,3129889,2772902,3129889,1792675,1276631,1792675,1276631,16558463,16558463
