Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Apr 01,"2024""""",,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,"Future Stock Short	",Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,"Total Long Contracts	",Total Short Contracts
Client,218144,181727,1719269,194708,3850989,4125164,3870052,4182838,653543,294317,430938,405737,10861425,9266000
DII,37587,46724,80445,2326411,0,44992,0,0,48,0,32708,0,163072,2405843
FII,108819,130406,1782859,1321071,862938,911432,872205,882470,37918,45847,44811,30096,3749813,3281059
Pro,32359,38052,427517,167900,1609501,1659323,1581171,1675603,226355,293300,409407,197631,4248355,4069764
TOTAL,396909,396909,4010090,4010090,6323428,6740910,6323428,6740910,917864,633464,917864,633464,19022665,19022665
