""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Apr 25,2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,111063,128604,2012081,352996,1965180,1624557,2067752,1703225,897552,419026,624444,605410,7029460,5482431
DII,98422,33846,202594,3832817,70,50715,0,0,843,0,21517,0,352644,3888180
FII,53607,88833,3737502,2090063,496666,523402,460503,517043,128943,148154,200961,159095,5088274,3516498
Pro,22486,34295,598182,274483,837429,766693,771091,745099,512547,635752,692963,438427,3373089,2956357
TOTAL,285578,285578,6550359,6550359,3299346,2965367,3299346,2965367,1539885,1202932,1539885,1202932,15843467,15843467
