""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Nov 30,2023"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,193703,177991,1743945,211836,2229355,2350633,2331187,2685951,685032,245685,431898,363262,7448353,6202124
DII,69838,51236,113914,2003068,0,77022,0,0,0,0,3059,0,260774,2057363
FII,71456,128404,1352528,1282814,563597,812225,399423,498449,4053,8860,10735,7760,2812719,2327585
Pro,62389,39755,441489,154158,910285,937815,972627,993296,189797,286863,433190,170386,2828638,2763412
TOTAL,397386,397386,3651876,3651876,3703236,4177695,3703236,4177695,878882,541408,878882,541408,13350483,13350483
