""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Mar 24, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,275559,127032,2798651,318824,2097855,1537840,1698917,2008727,2428698,674149,1226510,875110,9812752,6255119
DII,82328,16435,402645,4336515,3589,28846,651,0,400,34946,556484,9458,552754,4919543
FII,47426,296138,4118086,3127247,540706,966413,804497,545342,254232,313752,380481,233742,6240615,5387447
Pro,84250,49958,966080,502876,737709,805322,875795,784351,1282900,1277884,1802755,1182421,5154145,5198157
TOTAL,489563,489563,8285462,8285462,3379860,3338420,3379860,3338420,3966230,2300731,3966230,2300731,21760266,21760266
