""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Feb 25, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,139146,66086,2731514,280095,2244383,1616533,2166967,1981903,1118673,558613,743804,695104,8408862,5933959
DII,97028,45293,159424,4228320,1045,52687,0,0,0,26544,77787,1603,336728,4353003
FII,37982,142463,3931889,2682197,411347,659292,479995,366800,41133,68608,71770,37336,5150251,3780562
Pro,14050,34364,656076,288291,786091,766075,795903,745883,532923,615014,799368,534736,3370228,3198545
TOTAL,288206,288206,7478903,7478903,3442865,3094587,3442865,3094587,1692729,1268779,1692729,1268779,17266069,17266069
