""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Aug 05, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,194961,58810,3163265,261342,2555208,1987886,2479092,2545506,1980975,828207,1167924,1099886,10710502,7612560
DII,54768,19776,291515,4253166,5340,49779,80,0,50,39535,231571,12789,440987,4517382
FII,25437,184340,3509076,2873001,446265,791017,674856,329845,155056,264840,265285,136264,5191691,4463590
Pro,32893,45133,830617,406964,919712,724252,772498,677583,859995,936368,1331296,820011,4303837,4053485
TOTAL,308059,308059,7794473,7794473,3926525,3552934,3926525,3552934,2996076,2068950,2996076,2068950,20647017,20647017
