timestamp,open,high,low,close,volume,oi
2026-03-11T00:00:00,70.0,70.85,69.05,69.05,8400,
2026-03-12T00:00:00,68.0,69.75,68.0,69.75,1800,
2026-03-13T00:00:00,69.9,69.95,68.3,68.3,4800,
2026-03-16T00:00:00,66.0,68.0,66.0,68.0,4800,
2026-03-17T00:00:00,66.0,68.1,66.0,68.0,4800,
2026-03-18T00:00:00,66.65,70.5,65.2,65.2,7800,
2026-03-19T00:00:00,66.0,66.0,64.0,65.4,2400,
2026-03-20T00:00:00,65.4,65.4,63.15,63.15,10800,
2026-03-23T00:00:00,62.0,62.0,55.9,58.0,24000,
2026-03-24T00:00:00,57.05,64.0,57.0,64.0,36000,
2026-03-25T00:00:00,65.4,70.9,63.0,65.15,10800,
2026-03-27T00:00:00,63.8,63.8,56.05,57.85,10800,
2026-03-30T00:00:00,58.0,60.0,56.2,57.3,13800,
2026-04-01T00:00:00,59.95,66.0,59.95,66.0,4200,
2026-04-02T00:00:00,65.0,67.0,64.0,65.4,2400,
2026-04-06T00:00:00,,78.45,64.0,78.45,13800,
2026-04-07T00:00:00,76.0,78.45,75.0,77.05,5400,
2026-04-09T00:00:00,78.45,81.75,78.45,81.75,1800,
2026-04-10T00:00:00,80.5,81.0,80.5,81.0,1200,
2026-04-13T00:00:00,81.75,81.75,79.0,80.9,2400,
2026-04-15T00:00:00,80.0,97.0,80.0,85.0,7800,
2026-04-16T00:00:00,92.65,92.65,90.0,90.0,1200,
2026-04-17T00:00:00,88.0,89.0,83.15,86.05,1800,
2026-04-20T00:00:00,85.0,85.0,75.5,79.0,9600,
2026-04-21T00:00:00,79.0,79.0,68.0,72.15,17400,
2026-04-22T00:00:00,74.5,75.15,70.05,74.7,4800,
2026-04-23T00:00:00,76.0,76.0,76.0,76.0,1200,
2026-04-24T00:00:00,75.0,75.0,71.15,72.1,4200,
2026-04-27T00:00:00,72.2,73.25,69.0,73.25,10200,
2026-04-29T00:00:00,72.9,72.9,70.0,70.0,6600,
2026-04-30T00:00:00,70.8,71.0,70.8,70.9,1800,
2026-05-05T00:00:00,72.45,72.45,72.45,72.45,1200,
2026-05-06T00:00:00,72.45,72.45,72.45,72.45,600,
2026-05-07T00:00:00,71.0,71.0,70.0,70.0,5400,
2026-05-11T00:00:00,72.0,72.0,72.0,72.0,600,
2026-05-12T00:00:00,70.0,70.0,70.0,70.0,600,
2026-05-14T00:00:00,70.85,70.85,70.0,70.0,1800,
2026-05-15T00:00:00,70.0,72.0,70.0,72.0,1200,
2026-05-18T00:00:00,70.0,70.0,62.1,65.4,9600,
2026-05-19T00:00:00,69.75,70.0,69.0,69.0,2400,
2026-05-20T00:00:00,69.0,69.0,69.0,69.0,1800,
2026-05-21T00:00:00,69.0,69.0,69.0,69.0,600,
2026-05-22T00:00:00,69.0,69.0,69.0,69.0,2400,
2026-05-25T00:00:00,66.0,67.0,66.0,67.0,1200,
2026-05-26T00:00:00,67.0,67.0,67.0,67.0,2400,
2026-05-27T00:00:00,70.85,70.85,70.85,70.85,600,
2026-05-29T00:00:00,70.9,70.9,70.9,70.9,1200,
2026-06-01T00:00:00,71.1,71.1,67.0,69.0,5400,
2026-06-02T00:00:00,67.2,69.0,67.2,69.0,1200,
2026-06-03T00:00:00,69.0,69.0,69.0,69.0,,
2026-06-04T00:00:00,69.0,69.0,69.0,69.0,,
2026-06-08T00:00:00,69.0,69.0,69.0,69.0,600,
2026-06-09T00:00:00,65.4,69.0,65.4,69.0,7200,
2026-06-10T00:00:00,69.0,69.0,65.0,65.4,4800,
2026-06-11T00:00:00,67.55,67.55,67.55,67.55,4200,
2026-06-12T00:00:00,67.55,67.6,67.55,67.55,1800,
2026-06-15T00:00:00,67.55,67.55,67.55,67.55,600,
2026-06-17T00:00:00,68.0,68.0,65.25,67.1,4800,
2026-06-19T00:00:00,66.0,66.0,66.0,66.0,600,
2026-06-22T00:00:00,68.65,69.0,66.6,67.8,2400,
2026-06-23T00:00:00,68.65,68.65,68.65,68.65,600,
2026-06-24T00:00:00,68.6,68.6,68.6,68.6,600,
2026-06-25T00:00:00,68.0,68.0,68.0,68.0,600,
2026-06-29T00:00:00,68.0,68.0,68.0,68.0,1200,
2026-07-01T00:00:00,65.0,68.65,65.0,68.6,1800,
2026-07-02T00:00:00,68.0,68.0,65.0,65.0,4800,
2026-07-03T00:00:00,63.65,65.45,63.6,64.65,4800,
2026-07-06T00:00:00,67.0,68.5,67.0,68.5,2400,
2026-07-08T00:00:00,65.0,67.95,65.0,66.6,2400,
2026-07-09T00:00:00,67.0,67.0,67.0,67.0,600,
2026-07-10T00:00:00,68.65,68.65,68.65,68.65,600,
2026-07-14T00:00:00,65.0,66.0,65.0,65.6,3000,
2026-07-16T00:00:00,68.65,68.65,65.6,65.6,2400,
2026-07-17T00:00:00,65.6,65.6,65.6,65.6,600,
2026-07-20T00:00:00,65.9,66.0,65.9,66.0,2400,
2026-07-21T00:00:00,64.0,65.5,64.0,65.5,2400,
2026-07-22T00:00:00,64.0,65.0,63.0,64.0,3000,
2026-07-23T00:00:00,63.5,64.0,63.0,63.0,3000,
2026-07-24T00:00:00,63.0,63.0,62.0,62.0,1800,
2026-07-27T00:00:00,,64.0,63.0,63.0,1800,
2026-07-28T00:00:00,62.0,62.0,60.95,61.0,9000,
2026-07-29T00:00:00,61.0,63.0,60.5,61.0,4800,
2026-07-30T00:00:00,62.0,62.0,62.0,62.0,600,
2026-07-31T00:00:00,62.0,62.0,62.0,62.0,1200,
2026-08-03T00:00:00,61.5,65.4,61.5,65.4,3000,
2026-08-07T00:00:00,66.0,66.0,66.0,66.0,600,
2026-08-10T00:00:00,66.0,68.4,66.0,68.4,1800,
2026-08-11T00:00:00,68.95,68.95,65.0,65.0,3000,
2026-08-12T00:00:00,65.95,66.0,65.95,66.0,1200,
2026-08-13T00:00:00,62.1,63.5,62.1,63.5,1200,
2026-08-18T00:00:00,,65.9,63.5,64.05,4200,
2026-08-20T00:00:00,63.0,63.0,60.7,61.75,6600,
2026-08-21T00:00:00,62.0,62.0,60.6,61.3,4200,
2026-08-24T00:00:00,61.3,66.45,61.3,65.0,3000,
2026-08-25T00:00:00,63.0,63.0,63.0,63.0,1800,
2026-08-26T00:00:00,65.0,65.0,63.0,63.0,3000,
2026-08-27T00:00:00,63.05,63.05,62.0,62.0,1800,
2026-09-01T00:00:00,62.5,62.5,62.5,62.5,600,
2026-09-02T00:00:00,62.5,62.5,61.5,61.5,1200,
2026-09-03T00:00:00,64.0,65.0,64.0,65.0,13800,
2026-09-04T00:00:00,66.0,66.0,65.0,65.0,1200,
