timestamp,open,high,low,close,volume,oi
2026-03-11T00:00:00,,20.18,19.5,19.7,1214039,
2026-03-12T00:00:00,,19.88,19.32,19.56,1203339,
2026-03-13T00:00:00,,19.69,18.7,18.97,1377516,
2026-03-16T00:00:00,,19.19,18.11,18.55,1272658,
2026-03-17T00:00:00,,19.0,18.11,18.58,1006774,
2026-03-18T00:00:00,,19.7,18.18,19.49,1335324,
2026-03-19T00:00:00,,19.9,19.0,19.28,989760,
2026-03-20T00:00:00,,19.84,19.0,19.08,1002404,
2026-03-23T00:00:00,,18.85,18.24,18.31,886254,
2026-03-24T00:00:00,,19.49,18.9,18.97,973039,
2026-03-25T00:00:00,,20.4,19.6,19.84,2919921,
2026-03-27T00:00:00,,20.2,18.71,18.94,1310249,
2026-03-30T00:00:00,,19.12,17.86,18.15,1615180,
2026-04-01T00:00:00,,19.5,18.9,19.26,785675,
2026-04-02T00:00:00,,19.24,18.8,19.15,499757,
2026-04-06T00:00:00,,19.45,19.02,19.45,517711,
2026-04-07T00:00:00,,21.01,19.5,19.6,2903517,
2026-04-08T00:00:00,,20.94,19.75,19.93,2969226,
2026-04-09T00:00:00,,20.27,19.77,19.92,1081736,
2026-04-10T00:00:00,,20.19,19.3,19.92,1316000,
2026-04-13T00:00:00,,19.89,19.26,19.72,554148,
2026-04-15T00:00:00,,20.19,19.72,19.97,1031621,
2026-04-16T00:00:00,,20.2,19.4,19.49,1963187,
2026-04-17T00:00:00,,19.95,18.95,19.03,2680611,
2026-04-20T00:00:00,,19.73,19.0,19.06,1734142,
2026-04-21T00:00:00,,19.4,19.06,19.13,576014,
2026-04-22T00:00:00,,20.99,19.01,19.48,5764222,
2026-04-23T00:00:00,,20.2,18.95,19.07,3082307,
2026-04-24T00:00:00,,19.4,19.05,19.15,568953,
2026-04-27T00:00:00,,19.6,19.19,19.28,781938,
2026-04-28T00:00:00,,19.5,19.1,19.26,642706,
2026-04-29T00:00:00,,19.73,18.97,19.0,2586781,
2026-04-30T00:00:00,,19.19,18.9,19.05,654558,
2026-05-04T00:00:00,,19.46,19.12,19.25,485474,
2026-05-05T00:00:00,,19.29,19.0,19.04,634383,
2026-05-06T00:00:00,,19.2,18.95,19.07,716612,
2026-05-07T00:00:00,,19.44,19.01,19.19,852876,
2026-05-08T00:00:00,,19.29,18.9,19.01,628259,
2026-05-11T00:00:00,,19.25,18.92,18.99,768411,
2026-05-12T00:00:00,,19.09,18.6,18.71,612942,
2026-05-13T00:00:00,,18.95,17.99,18.45,684751,
2026-05-14T00:00:00,,18.63,18.0,18.16,626275,
2026-05-15T00:00:00,,18.25,17.91,18.01,636042,
2026-05-18T00:00:00,,17.92,16.75,17.53,960839,
2026-05-19T00:00:00,,19.7,17.61,18.97,2536647,
2026-05-20T00:00:00,,18.89,18.48,18.6,559255,
2026-05-21T00:00:00,,19.24,18.56,18.65,463007,
2026-05-22T00:00:00,,18.98,18.08,18.41,658179,
2026-05-25T00:00:00,,18.93,18.64,18.77,589439,
2026-05-26T00:00:00,,18.99,18.56,18.64,665486,
2026-05-27T00:00:00,,18.8,17.74,18.67,623367,
2026-05-29T00:00:00,,19.75,18.77,19.3,3067921,
2026-06-01T00:00:00,,18.75,17.8,18.0,2732039,
2026-06-02T00:00:00,,18.9,18.11,18.5,938229,
2026-06-03T00:00:00,,18.62,18.1,18.18,612194,
2026-06-04T00:00:00,,18.49,18.06,18.12,515175,
2026-06-05T00:00:00,,18.34,18.11,18.25,418198,
2026-06-08T00:00:00,,18.29,17.81,17.96,463408,
2026-06-09T00:00:00,,18.59,17.82,18.24,580644,
2026-06-10T00:00:00,,18.48,17.5,17.75,469362,
2026-06-11T00:00:00,,18.35,17.7,17.9,1098062,
2026-06-12T00:00:00,,18.24,17.93,18.09,489272,
2026-06-15T00:00:00,,18.3,18.06,18.12,676265,
2026-06-16T00:00:00,,18.6,18.16,18.39,694873,
2026-06-17T00:00:00,,18.8,18.3,18.63,905675,
2026-06-18T00:00:00,,18.74,18.41,18.47,647793,
2026-06-19T00:00:00,,18.58,17.86,18.06,727000,
2026-06-22T00:00:00,,21.67,18.51,21.64,25465031,
2026-06-23T00:00:00,,25.96,22.69,25.95,45784330,
2026-06-24T00:00:00,,28.0,23.36,23.36,29504210,
2026-06-25T00:00:00,,22.7,21.03,21.03,9538174,
2026-06-29T00:00:00,,20.1,18.93,19.01,11080526,
2026-06-30T00:00:00,,19.96,18.5,19.96,11244441,
2026-07-01T00:00:00,,20.95,19.31,20.95,11282491,
2026-07-02T00:00:00,,21.99,20.35,21.93,11578258,
2026-07-03T00:00:00,,22.74,21.07,21.45,6603749,
2026-07-06T00:00:00,,22.39,21.55,21.81,3456435,
2026-07-07T00:00:00,,22.33,21.15,21.55,2868127,
2026-07-08T00:00:00,,22.09,20.52,20.62,3351041,
2026-07-09T00:00:00,,21.15,20.52,20.74,1493969,
2026-07-10T00:00:00,,21.21,20.56,20.65,1196502,
2026-07-13T00:00:00,,21.68,20.01,21.66,10765372,
2026-07-14T00:00:00,,22.74,22.0,22.74,13166294,
2026-07-15T00:00:00,,23.57,21.61,21.61,6179499,
2026-07-16T00:00:00,,22.3,20.6,20.69,4572579,
2026-07-17T00:00:00,,21.24,19.99,20.09,2668996,
2026-07-20T00:00:00,20.22,20.6,19.09,20.2,1454218,
2026-07-21T00:00:00,,20.39,19.56,20.09,1247503,
2026-07-22T00:00:00,,20.27,19.7,19.84,902716,
2026-07-23T00:00:00,,20.09,19.4,19.68,765968,
2026-07-24T00:00:00,,20.66,19.42,20.46,5061459,
2026-07-27T00:00:00,,20.4,19.89,19.96,1715869,
2026-07-28T00:00:00,,20.45,19.7,19.83,1055218,
2026-07-29T00:00:00,,20.1,19.5,19.67,1117774,
2026-07-30T00:00:00,,19.8,19.32,19.41,886021,
2026-07-31T00:00:00,,19.7,19.44,19.58,618613,
2026-08-03T00:00:00,,20.0,19.55,19.78,835992,
2026-08-04T00:00:00,,20.17,19.8,19.85,887144,
2026-08-05T00:00:00,,20.49,19.75,20.27,1119612,
2026-08-06T00:00:00,,20.52,20.01,20.03,658409,
2026-08-07T00:00:00,,20.24,19.51,19.74,1317974,
2026-08-10T00:00:00,,23.0,20.11,22.42,12849811,
2026-08-11T00:00:00,,25.8,22.88,24.21,12566643,
2026-08-12T00:00:00,,24.98,21.66,22.78,8173631,
2026-08-13T00:00:00,,23.23,22.05,22.36,2224477,
2026-08-14T00:00:00,,23.25,22.4,22.58,2629252,
2026-08-17T00:00:00,,23.7,21.55,21.86,2056188,
2026-08-18T00:00:00,,23.49,21.9,22.81,2765323,
2026-08-19T00:00:00,,22.99,22.22,22.39,479388,
2026-08-20T00:00:00,,23.15,22.3,22.48,772278,
2026-08-21T00:00:00,,22.6,22.0,22.11,387246,
2026-08-24T00:00:00,,23.51,22.81,23.01,841041,
2026-08-25T00:00:00,,23.78,22.16,22.36,718134,
2026-08-26T00:00:00,,22.9,19.85,20.03,3863490,
2026-08-27T00:00:00,,20.85,19.93,20.55,1167020,
2026-08-28T00:00:00,,20.92,19.92,20.21,840599,
2026-08-31T00:00:00,,20.61,19.98,20.11,1216230,
2026-09-01T00:00:00,,20.34,19.92,20.0,280732,
2026-09-02T00:00:00,,20.1,19.62,19.93,459397,
2026-09-03T00:00:00,,20.3,19.73,19.88,518658,
2026-09-04T00:00:00,,20.24,19.85,19.94,179235,
2025-09-12T00:00:00,31.19,31.19,29.5,30.37,1037429,
2025-09-15T00:00:00,30.37,30.67,29.5,29.55,386487,
2025-09-16T00:00:00,29.5,30.0,29.3,29.5,447537,
2025-09-17T00:00:00,29.64,29.97,28.94,28.99,767444,
2025-09-18T00:00:00,29.49,29.6,28.5,28.81,409402,
2025-09-19T00:00:00,28.8,29.24,28.6,28.95,351694,
2025-09-22T00:00:00,28.95,29.0,27.57,27.99,592397,
2025-09-23T00:00:00,27.44,28.39,27.38,27.99,1086954,
2025-09-24T00:00:00,28.0,29.38,27.02,29.38,1510050,
2025-09-25T00:00:00,29.52,29.98,29.37,29.38,716350,
2025-09-26T00:00:00,30.49,30.49,29.06,29.17,324944,
2025-09-29T00:00:00,29.49,29.89,28.73,28.81,471186,
2025-09-30T00:00:00,28.35,29.39,27.6,27.75,369975,
2025-10-01T00:00:00,27.8,28.6,27.8,28.0,423891,
2025-10-03T00:00:00,28.49,28.5,26.89,27.52,1575587,
2025-10-06T00:00:00,27.9,27.99,26.75,26.84,397488,
2025-10-07T00:00:00,26.9,27.48,26.32,26.55,498626,
2025-10-08T00:00:00,27.3,27.77,25.6,26.0,570106,
2025-10-09T00:00:00,26.0,26.28,23.1,25.38,825155,
2025-10-10T00:00:00,25.49,25.5,24.75,25.0,382425,
2025-10-13T00:00:00,25.2,26.0,24.86,25.0,514500,
2025-10-14T00:00:00,25.0,25.59,24.01,24.35,417447,
2025-10-15T00:00:00,24.01,24.87,23.56,24.49,494296,
2025-10-16T00:00:00,24.5,25.1,23.8,24.13,600705,
2025-10-17T00:00:00,24.33,24.5,23.4,23.94,290140,
2025-10-20T00:00:00,24.69,24.8,23.88,24.0,355456,
2025-10-21T00:00:00,24.0,24.05,23.11,24.0,117064,
2025-10-23T00:00:00,24.44,24.44,23.75,24.0,305497,
2025-10-24T00:00:00,24.19,24.19,23.5,24.0,206982,
2025-10-27T00:00:00,24.0,24.0,23.0,23.59,241040,
2025-10-28T00:00:00,23.99,24.0,23.6,23.89,722222,
2025-10-29T00:00:00,25.24,28.66,25.24,28.63,9727752,
2025-10-30T00:00:00,32.8,33.0,28.99,30.8,10024678,
2025-10-31T00:00:00,30.5,31.89,28.6,29.33,5890810,
2025-11-03T00:00:00,,31.23,29.73,29.78,4982366,
2025-11-04T00:00:00,,35.0,29.75,32.95,18713172,
2025-11-06T00:00:00,,38.0,31.08,32.07,22479494,
2025-11-07T00:00:00,,34.8,31.0,31.09,11552437,
2025-11-10T00:00:00,,33.0,29.63,29.98,8230132,
2025-11-11T00:00:00,,31.6,28.74,28.97,5539053,
2025-11-12T00:00:00,,30.0,27.42,27.79,8451091,
2025-11-13T00:00:00,,28.8,27.3,27.56,4810050,
2025-11-14T00:00:00,,28.38,26.92,27.5,2366982,
2025-11-17T00:00:00,,28.13,26.1,26.45,3831260,
2025-11-18T00:00:00,,26.66,24.01,25.17,3604432,
2025-11-19T00:00:00,,28.24,23.9,24.19,12532227,
2025-11-20T00:00:00,,25.7,23.8,23.99,7536922,
2025-11-21T00:00:00,24.67,24.67,23.75,24.12,2028662,
2025-11-24T00:00:00,,24.7,22.44,22.68,2597420,
2025-11-25T00:00:00,,23.7,21.85,22.22,2720398,
2025-11-26T00:00:00,,22.66,21.1,21.27,3332279,
2025-11-27T00:00:00,,22.29,21.2,21.38,3015769,
2025-11-28T00:00:00,,22.1,20.43,20.61,3143349,
2025-12-01T00:00:00,,21.5,20.0,20.33,3746184,
2025-12-02T00:00:00,,21.0,20.1,20.3,1800426,
2025-12-03T00:00:00,,21.3,20.46,20.85,3938008,
2025-12-04T00:00:00,,21.25,20.56,20.88,2507821,
2025-12-05T00:00:00,,21.34,20.88,20.96,1392961,
2025-12-08T00:00:00,,21.39,20.45,20.83,1275291,
2025-12-09T00:00:00,,24.48,20.06,23.98,7623292,
2025-12-10T00:00:00,,26.5,24.06,25.07,5999524,
2025-12-11T00:00:00,,26.15,24.8,25.11,4248896,
2025-12-12T00:00:00,,25.3,24.05,24.53,1486870,
2025-12-15T00:00:00,,24.75,23.5,24.36,1339966,
2025-12-16T00:00:00,,24.55,24.0,24.32,977022,
2025-12-17T00:00:00,,25.2,23.1,24.9,2153854,
2025-12-18T00:00:00,,25.24,24.06,24.34,891638,
2025-12-19T00:00:00,,25.15,24.12,24.3,820091,
2025-12-22T00:00:00,,24.87,24.1,24.52,1032569,
2025-12-23T00:00:00,,24.78,24.3,24.51,637448,
2025-12-24T00:00:00,,25.19,24.69,25.04,1557086,
2025-12-26T00:00:00,,25.19,21.82,22.84,4495963,
2025-12-29T00:00:00,,23.32,21.88,22.17,1122026,
2025-12-30T00:00:00,,22.48,21.3,21.7,1526151,
2025-12-31T00:00:00,,21.9,21.46,21.74,1035875,
2026-01-01T00:00:00,,21.9,20.9,21.19,945839,
2026-01-02T00:00:00,,21.75,20.91,21.63,1002687,
2026-01-05T00:00:00,,21.86,21.25,21.4,799176,
2026-01-06T00:00:00,,21.6,21.21,21.33,584360,
2026-01-07T00:00:00,,21.47,20.05,20.87,1372685,
2026-01-08T00:00:00,,21.45,20.0,20.39,1308884,
2026-01-09T00:00:00,,20.69,19.5,19.96,1044974,
2026-01-12T00:00:00,,20.2,18.75,19.83,1265860,
