timestamp,open,high,low,close,volume,oi
2026-03-11T00:00:00,,424.0,383.7,396.5,2152,
2026-03-12T00:00:00,,398.0,365.05,398.0,1180,
2026-03-13T00:00:00,,394.95,366.85,382.0,409,
2026-03-16T00:00:00,,379.95,353.05,354.85,293,
2026-03-17T00:00:00,378.9,378.9,350.05,366.0,599,
2026-03-18T00:00:00,,371.05,340.0,370.65,1290,
2026-03-19T00:00:00,,389.0,365.0,366.3,500,
2026-03-20T00:00:00,383.9,383.9,348.0,379.45,454,
2026-03-23T00:00:00,,379.0,360.5,360.5,576,
2026-03-24T00:00:00,,378.5,343.75,378.5,3686,
2026-03-25T00:00:00,,397.4,378.5,397.4,1009,
2026-03-27T00:00:00,,417.25,417.25,417.25,969,
2026-03-30T00:00:00,,438.1,437.0,438.1,4312,
2026-04-01T00:00:00,,460.0,455.4,460.0,1527,
2026-04-02T00:00:00,,469.0,437.0,437.0,560,
2026-04-06T00:00:00,,415.15,415.15,415.15,217,
2026-04-07T00:00:00,,394.4,394.4,394.4,728,
2026-04-08T00:00:00,,414.1,374.7,384.45,3591,
2026-04-09T00:00:00,,397.95,365.25,386.45,3493,
2026-04-10T00:00:00,,386.35,355.05,381.55,1199,
2026-04-13T00:00:00,,384.95,361.3,365.5,2042,
2026-04-15T00:00:00,375.0,375.0,365.0,374.9,1693,
2026-04-16T00:00:00,,379.85,368.0,379.0,692,
2026-04-17T00:00:00,,390.0,370.0,372.1,336,
2026-04-20T00:00:00,,394.9,359.6,369.2,652,
2026-04-21T00:00:00,,379.9,360.0,360.0,1001,
2026-04-22T00:00:00,375.0,378.9,361.0,371.7,395,
2026-04-23T00:00:00,,377.95,358.3,375.0,526,
2026-04-24T00:00:00,,374.95,351.5,358.0,1023,
2026-04-27T00:00:00,352.0,374.0,352.0,367.0,441,
2026-04-28T00:00:00,374.0,379.0,367.05,378.8,329,
2026-04-29T00:00:00,,397.6,380.0,397.6,2518,
2026-04-30T00:00:00,,417.45,407.0,417.45,1515,
2026-05-04T00:00:00,,438.3,437.75,438.3,1232,
2026-05-05T00:00:00,,458.9,438.3,438.5,1770,
2026-05-06T00:00:00,,460.0,418.0,460.0,4652,
