timestamp_ist,open,high,low,close,volume
2000-04-27 00:00:00,170,178.95,126.6,130.15,794500
2000-04-28 00:00:00,130.15,134.9,119.75,119.75,270450
2000-05-02 00:00:00,112.5,112.5,110.2,110.2,56000
2000-05-03 00:00:00,101.6,119,101.4,102.9,680700
2000-05-04 00:00:00,108.7,111.15,108.7,111.15,441550
2000-05-05 00:00:00,119.95,120.05,115,120.05,169900
2000-05-08 00:00:00,129.65,129.65,129.65,129.65,17800
2000-05-09 00:00:00,140.05,140.05,121.15,140.05,507800
2000-05-10 00:00:00,148,151.25,144,151.25,173650
2000-05-11 00:00:00,160,163.35,143.2,161.55,831500
2000-05-12 00:00:00,167.95,172,152,154.05,413950
2000-05-15 00:00:00,151,166.05,141.75,163.25,438350
2000-05-16 00:00:00,164.5,168,155,163.25,259450
2000-05-17 00:00:00,166,170.9,163,165.55,248250
2000-05-18 00:00:00,165,167.7,155.05,157.75,256450
2000-05-19 00:00:00,156,170.4,153.3,168.1,666050
2000-05-22 00:00:00,169.9,174.5,163,168.2,238300
2000-05-23 00:00:00,167,169.4,157,158.6,231850
2000-05-24 00:00:00,157,166,155.25,160,67850
2000-05-25 00:00:00,161.9,166.5,157.65,159.4,83650
2000-05-26 00:00:00,164,164.6,159,159.95,47250
2000-05-29 00:00:00,160.95,166,159.25,165,94800
2000-05-30 00:00:00,164.1,178.2,162.55,173.45,77650
2000-05-31 00:00:00,185,187.35,177,187.25,153650
2000-06-01 00:00:00,192,192,182,185.8,69200
2000-06-02 00:00:00,190,195.95,186,192.85,82300
2000-06-05 00:00:00,196.9,208,191,194.35,78700
2000-06-06 00:00:00,199,209,190.05,206.35,117100
2000-06-07 00:00:00,211.75,222.4,209,221.4,131100
2000-06-08 00:00:00,224.85,239.1,224.85,231.85,135400
2000-06-09 00:00:00,220,234,213.3,215.25,148600
2000-06-12 00:00:00,218,227,198.05,198.05,90450
2000-06-13 00:00:00,185.05,193,183.3,187.95,96500
2000-06-14 00:00:00,199.8,202.7,192,199.7,91050
2000-06-15 00:00:00,196,199.9,186.1,193.9,47900
2000-06-16 00:00:00,194,198,190,197.55,41100
2000-06-19 00:00:00,205,206,195,197.2,160500
2000-06-20 00:00:00,200,206.45,196.3,199.5,227850
2000-06-21 00:00:00,206.45,206.45,190,191.25,131950
2000-06-22 00:00:00,191.6,194,185.1,187,49950
2000-06-23 00:00:00,184,186.5,176,177.6,45700
2000-06-26 00:00:00,171,176,166.1,170.7,52800
2000-06-27 00:00:00,179,179,163.05,165.4,72250
2000-06-28 00:00:00,167,172.9,165.25,169.25,89050
2000-06-29 00:00:00,172.7,173.7,167.15,167.85,80850
2000-06-30 00:00:00,169.5,169.5,164,164.7,34000
2000-07-03 00:00:00,166.4,168,164.25,166.1,23000
2000-07-04 00:00:00,166,166.8,161,161.75,76850
2000-07-05 00:00:00,165,174.7,162.95,173.35,201150
2000-07-06 00:00:00,174,178.9,171,171.8,103500
2000-07-07 00:00:00,170.05,172.95,159,163.9,192600
2000-07-10 00:00:00,163,165,162,162.85,37600
2000-07-11 00:00:00,164,164,158.7,159.9,103750
2000-07-12 00:00:00,162,165.85,161.1,164,41600
2000-07-13 00:00:00,165,167.5,163.25,164.5,33300
2000-07-14 00:00:00,168,168,158,161,54400
2000-07-17 00:00:00,163,164,160.5,161.2,41300
2000-07-18 00:00:00,159.55,161,157,158.4,72400
2000-07-19 00:00:00,160.95,163.75,159,159.45,48741
2000-07-20 00:00:00,157.1,158.75,153.05,156.9,34576
2000-07-21 00:00:00,158.7,158.9,150,151.1,45646
2000-07-24 00:00:00,140,150,139.05,139.05,30607
2000-07-25 00:00:00,131,139,128,134.05,122498
2000-07-26 00:00:00,139.75,144.8,139,144.8,21190
2000-07-27 00:00:00,151,155.5,146,148.85,90908
2000-07-28 00:00:00,149,149.75,138.5,139.65,116975
2000-07-31 00:00:00,139,141.8,135,135.75,79105
2000-08-01 00:00:00,136.95,139.85,134.5,135.4,64521
2000-08-02 00:00:00,136.4,138.8,132,133.55,77244
2000-08-03 00:00:00,134,142,132.55,136.1,64916
2000-08-04 00:00:00,138,138,134,134.65,240523
2000-08-07 00:00:00,132.8,136,128,128.8,37677
2000-08-08 00:00:00,128,130,125.5,127.8,66042
2000-08-09 00:00:00,131.1,135,130,133.25,50774
2000-08-10 00:00:00,135.35,135.35,132,133.65,26633
2000-08-11 00:00:00,134.8,135.2,131,131.8,27634
2000-08-14 00:00:00,130.5,133.8,128.55,131.75,49898
2000-08-16 00:00:00,129,135.95,129,134.85,33871
2000-08-17 00:00:00,135,135.95,133.3,134.6,26260
2000-08-18 00:00:00,134.5,135.7,133.1,134.35,19010
2000-08-21 00:00:00,135,136,134.1,135.45,20020
2000-08-22 00:00:00,130,137,130,133.35,56777
2000-08-23 00:00:00,135.8,138,134.05,134.85,50807
2000-08-24 00:00:00,134.15,135.6,133.5,135.25,16469
2000-08-25 00:00:00,137.4,142.5,135,141.15,91207
2000-08-28 00:00:00,142,145,138,138.5,53451
2000-08-29 00:00:00,137.3,139.75,135,136.95,46270
2000-08-30 00:00:00,139.85,139.85,137.25,138.05,27598
2000-08-31 00:00:00,136.25,139.95,136,139.4,13597
2000-09-04 00:00:00,139.3,141.75,137.5,137.95,30262
2000-09-05 00:00:00,137.2,138.4,134.5,135.45,66835
2000-09-06 00:00:00,135.5,145,135.1,141.8,78958
2000-09-07 00:00:00,140.5,153.15,140.5,149.45,226714
2000-09-08 00:00:00,154,154,144.1,145.05,68045
2000-09-11 00:00:00,145.9,146,138.6,139.6,89656
2000-09-12 00:00:00,138.75,139.95,133.6,134.85,117303
2000-09-13 00:00:00,138,138.5,134.8,135.65,58770
2000-09-14 00:00:00,136,137.55,135,135.95,25434
2000-09-15 00:00:00,135.2,135.5,131.5,131.95,36424
2000-09-18 00:00:00,131.1,131.5,125.1,128.05,38446
2000-09-19 00:00:00,125.1,129.8,124.2,125,67025
2000-09-20 00:00:00,129,130.65,127.55,130.2,25351
2000-09-21 00:00:00,130,131.7,127,128.85,25361
2000-09-22 00:00:00,126,126.5,122,123.8,56266
2000-09-25 00:00:00,125.5,131,123.5,129.7,42396
2000-09-26 00:00:00,127,128.25,125,127.4,37284
2000-09-27 00:00:00,121,130.7,121,129.6,23312
2000-09-28 00:00:00,128.6,130.45,127.35,128.9,10034
2000-09-29 00:00:00,129.05,129.25,126.55,128.5,15826
2000-10-03 00:00:00,127,129.75,125.2,128.75,25716
2000-10-04 00:00:00,128.15,133.4,127.55,130.65,25896
2000-10-05 00:00:00,132.5,134.7,129.35,129.8,23214
2000-10-06 00:00:00,129,130.3,127.55,129.95,11610
2000-10-09 00:00:00,130,130,126.55,127.8,12102
2000-10-10 00:00:00,127.25,127.75,123.25,124.7,24973
2000-10-11 00:00:00,123.5,126.25,122.55,123.2,12980
2000-10-12 00:00:00,122.05,122.1,115.25,117.1,35332
2000-10-13 00:00:00,114.25,120,113.4,118.2,27530
2000-10-16 00:00:00,124.9,125.4,118.05,118.5,28710
2000-10-17 00:00:00,120,120,115.15,115.55,32628
2000-10-18 00:00:00,117.5,118.95,115.1,116.2,22029
2000-10-19 00:00:00,116.15,119.45,116.05,118,22312
2000-10-20 00:00:00,120,121.75,113.1,114.65,42827
2000-10-23 00:00:00,115,116.4,112,113.9,29218
2000-10-24 00:00:00,111.1,115.5,110.1,115.1,88048
2000-10-25 00:00:00,117.75,124.35,116.1,124.35,79142
2000-10-26 00:00:00,126.1,131,125,128.8,29184
2000-10-27 00:00:00,129.8,129.8,127.5,128.2,32485
2000-10-30 00:00:00,127,128.9,127,128.05,26998
2000-10-31 00:00:00,128,133.9,127,132.3,42400
2000-11-01 00:00:00,134,134.9,132,133.75,22752
2000-11-02 00:00:00,132.55,133.5,130.6,131.65,15509
2000-11-03 00:00:00,132.45,132.45,130.25,131.8,13881
2000-11-06 00:00:00,133.25,136,131.9,134.15,228295
2000-11-07 00:00:00,133,144.8,133,142.45,55804
2000-11-08 00:00:00,145,152.3,142.3,144.7,89871
2000-11-09 00:00:00,140,145,139,141.5,45286
2000-11-10 00:00:00,143.7,143.7,138.55,140.55,28743
2000-11-13 00:00:00,138.5,138.5,135,136.2,36464
