symbol,longName,sector,industry,marketCap,currentPrice,trailingPE,forwardPE,priceToBook,returnOnEquity,debtToEquity,profitMargins,dividendYield,beta,trailingEps,totalRevenue,bookValue,fiftyTwoWeekHigh,fiftyTwoWeekLow
LICHSGFIN,LIC Housing Finance Limited,Financial Services,Mortgage Finance,309162901504,562.05,5.387749,5.15658,0.7463549,,642.522,0.65177,1.78,0.228,104.32,88046600192,753.06,598.2,458.9
LTFOODS,LT Foods Limited,Consumer Defensive,Packaged Foods,153572605952,442.25,23.957207,14.619835,8.61649,,28.488,0.05485,0.9,0.366,18.46,116740292608,51.326,490.7,333.15
LTM,LTM Limited,Technology,Information Technology Services,1350084329472,4554.0,25.839764,19.77113,5.5029907,0.21966,9.874,0.118669994,1.65,0.266,176.24,440750014464,827.55,6429.5,3528.0
LT,Larsen & Toubro Limited,Industrials,Engineering & Construction,5454071070720,3964.1,32.894367,22.037918,4.989616,,97.64,0.05588,0.96,0.507,120.51,2969008078848,794.47,4440.0,3288.1
LATENTVIEW,Latent View Analytics Limited,Industrials,Consulting Services,55228276736,266.9,28.303286,20.689922,3.1465523,,1.863,0.17536,,0.434,9.43,11143520256,84.823,517.5,248.0
LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,994174435328,1840.0,90.90909,65.11398,18.742043,,46.369,0.1504,0.13,0.361,20.24,72696397824,98.175,1949.0,823.1
THELEELA,Leela Palaces Hotels & Resorts Limited,Consumer Cyclical,Lodging,185680592896,556.0,40.972736,30.352509,2.8820834,,28.065,0.27621,,,13.57,16044560384,192.916,582.85,384.5
LEMONTREE,Lemon Tree Hotels Limited,Consumer Cyclical,Lodging,83143999488,105.0,35.353535,21.25691,5.9733763,,96.367,0.15843001,,-0.18,2.97,14820078592,17.578,180.68,99.61
LENSKART,Lenskart Solutions Limited,Healthcare,Medical Instruments & Supplies,1182660165632,683.05,181.18037,96.99866,13.572777,,34.983,0.06803,,,3.77,96337600512,50.325,694.8,356.1
LICI,Life Insurance Corporation of India,Financial Services,Insurance - Life,5254175784960,415.35,8.74053,7.0629177,2.9750948,,0.431,0.06515,2.41,0.539,47.52,9964507627520,139.609,468.475,360.75
LINDEINDIA,Linde India Limited,Basic Materials,Specialty Chemicals,543089950720,6368.0,99.36028,74.00349,12.729025,,,0.20587,0.06,-0.064,64.09,26539229184,500.274,8049.0,5673.0
LLOYDSME,Lloyds Metals and Energy Limited,Basic Materials,Steel,1027288793088,1826.0,21.311857,12.7105665,7.40864,,145.214,0.21511999,0.05,0.077,85.68,221068001280,246.469,2125.0,1042.9
LODHA,Lodha Developers Limited,Real Estate,Real Estate - Development,1220688871424,1222.0,29.674599,24.760595,5.242048,,42.238,0.22692,0.35,0.611,41.18,181812002816,233.115,1344.95,650.8
LUPIN,Lupin Limited,Healthcare,Drug Manufacturers - Specialty & Generic,964830953472,2110.0,17.482807,20.638674,4.2972035,,29.388,0.18450001,0.85,0.163,120.69,299665784832,491.017,2529.5,1900.0
MMTC,MMTC Limited,Industrials,Conglomerates,96284999680,64.19,21.612795,,4.541531,,0.114,163.86812,,0.639,2.97,27300000,14.134,78.35,50.1
MRF,MRF Limited,Consumer Cyclical,Auto Parts,551348600832,130000.0,22.788668,19.41559,2.628654,,15.288,0.075840004,0.36,0.146,5704.59,319024791552,49454.97,163600.0,122000.0
MGL,Mahanagar Gas Limited,Utilities,Utilities - Regulated Gas,108655550464,1100.0,15.197569,11.770004,1.6904871,,3.461,0.08382,3.28,0.74,72.38,85354102784,650.7,1378.0,900.0
M&MFIN,Mahindra & Mahindra Financial Services Limited,Financial Services,Credit Services,520761671680,374.75,15.967193,12.29489,1.9542046,,429.851,0.30887,2.01,0.333,23.47,105309298688,191.766,415.0,266.05
M&M,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,3806416338944,3170.0,19.304548,20.12209,3.805408,,125.278,0.08609,1.04,0.28,164.21,2145559379968,833.025,3839.9,2896.0
MANAPPURAM,Manappuram Finance Limited,Financial Services,Credit Services,319092490240,339.7,20.751373,11.053399,1.9880263,,360.191,0.30516002,1.18,0.79,16.37,47501119488,170.873,381.55,245.15
MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,Oil & Gas Refining & Marketing,307405815808,175.4,9.787946,3.425781,2.1573088,,108.059,0.028670002,2.29,0.093,17.92,1095649525760,81.305,212.31,125.0
MANKIND,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,961527611392,2327.9,47.171227,33.01511,5.895731,,38.111,0.13859999,0.08,0.452,49.35,147378798592,394.845,2674.0,1909.7
MARICO,Marico Limited,Consumer Defensive,Household & Personal Products,1056578338816,815.15,56.178497,41.861813,25.134903,,12.394,0.13159999,0.49,0.174,14.51,143470002176,32.431,889.1,690.3
MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,3991026008064,12694.0,27.855434,20.951963,3.7244735,,0.096,0.07269,1.1,0.228,455.71,1971806011392,3408.267,17370.0,12201.0
MFSL,Max Financial Services Limited,Financial Services,Insurance - Life,531563806720,1548.4,499.4839,124.618416,19.428099,,12.673,0.00221,,0.707,3.1,498432475136,79.699,1892.5,1433.6
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities,958515970048,984.8,66.2273,42.166107,8.917624,,32.367,0.16723,0.2,0.113,14.87,87120502784,110.433,1221.9,903.0
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,998365528064,2475.0,37.31343,31.191982,10.234505,,4.481,0.20120001,0.84,0.617,66.33,133234196480,241.829,3061.4,2057.4
MEESHO,Meesho Limited,Consumer Cyclical,Internet Retail,971413782528,209.98,,138.40515,22.119455,,1.428,-0.08682,,,-2.61,138352934912,9.493,254.4,125.56
MINDACORP,Minda Corporation Limited,Consumer Cyclical,Auto Parts,164070080512,697.1,33.29035,29.999388,6.217612,,55.351,0.07539,0.23,0.461,20.94,66457300992,112.117,769.0,468.5
MSUMI,Motherson Sumi Wiring India Limited,Consumer Cyclical,Auto Parts,242519883776,36.57,38.904255,24.877045,11.217792,,10.788,0.05088,1.59,0.04,0.94,123317100544,3.26,53.59,35.7
MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,Capital Markets,624426090496,1037.0,32.155037,17.571724,4.8426714,,165.8,0.22963,1.06,0.362,32.25,86241697792,214.138,1097.1,614.9
MPHASIS,Mphasis Limited,Technology,Information Technology Services,462158921728,2422.0,24.212736,19.09347,4.0770497,0.17743999,24.675,0.115559995,2.56,0.489,100.03,165312118784,594.057,3037.2,2013.0
MCX,Multi Commodity Exchange of India Limited,Financial Services,Financial Data & Stock Exchanges,833635418112,3275.4,54.058422,41.140114,19.809967,,0.113,0.5556,0.24,0.685,60.59,27750199296,165.341,3480.0,1496.0
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Credit Services,1169798856704,2913.8,10.2881155,9.127731,2.881185,0.31735,393.56,0.55502,1.03,0.517,283.22,204913885184,1011.32,4149.5,2671.0
NATCOPHARM,NATCO Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,150955933696,827.7,12.955079,17.474314,1.607428,,7.742,0.32839,0.78,0.163,63.89,34845999104,514.922,1226.8,789.0
NBCC,NBCC (India) Limited,Industrials,Engineering & Construction,233819996160,86.6,31.490908,30.928572,7.7842693,,0.008,0.05691,1.25,0.666,2.75,130513002496,11.125,125.85,77.18
NCC,NCC Limited,Industrials,Engineering & Construction,94176985088,150.0,13.452915,10.8839035,1.1968212,,57.389,0.03261,1.47,0.555,11.15,214558392320,125.332,222.31,130.0
NHPC,NHPC Limited,Utilities,Utilities - Renewable,765933912064,76.25,27.930403,11.9140625,1.853022,,113.111,0.31094998,2.11,0.183,2.73,122098302976,41.149,89.22,71.62
NLCINDIA,NLC India Limited,Utilities,Utilities - Regulated Electric,378967785472,273.3,11.502524,10.08487,1.7604771,,82.0,0.17458001,2.64,0.488,23.76,183806705664,155.242,387.8,228.8
NMDC,NMDC Limited,Basic Materials,Steel,744666890240,84.7,9.988208,8.193193,2.1822023,,18.802,0.23216999,2.36,0.641,8.48,321272807424,38.814,97.49,72.24
NSLNISP,NMDC Steel Limited,Basic Materials,Steel,135364681728,46.19,164.96428,,1.0255101,,35.019,0.006,,0.69,0.28,139384307712,45.041,53.75,33.01
NTPCGREEN,NTPC Green Energy Limited,Utilities,Utilities - Renewable,751628582912,89.2,143.87096,31.792307,4.029635,,165.281,0.18476,,,0.62,32850700288,22.136,119.95,84.0
NTPC,NTPC Limited,Utilities,Utilities - Regulated Electric,3224141561856,332.5,10.16198,11.805751,1.5875366,,118.127,0.14531,3.71,0.287,32.72,1910612426752,209.444,414.4,315.55
NH,Narayana Hrudayalaya Limited,Healthcare,Medical Care Facilities,378171916288,1862.0,45.952614,26.568815,8.3348255,,129.033,0.08984,0.24,,40.52,90840842240,223.4,2093.3,1589.0
NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum,687083945984,374.1,10.174055,9.647096,3.1797974,,0.277,0.34908,1.07,0.715,36.77,193384906752,117.649,445.15,198.68
NAVA,Nava Limited,Industrials,Conglomerates,158754209792,560.35,20.924196,,1.813313,,20.684,0.17541,1.52,0.437,26.78,43094896640,309.02,739.4,501.65
NAVINFLUOR,Navin Fluorine International Limited,Basic Materials,Chemicals,438838296576,8553.0,55.52454,42.521896,11.0283165,,32.091,0.21733,0.18,0.259,154.04,36335800320,775.549,8775.5,4498.5
NESTLEIND,Nestlé India Limited,Consumer Defensive,Packaged Foods,2719887392768,1410.5,71.417725,56.815365,52.742775,,8.621,0.15623,0.85,0.419,19.75,243950305280,26.743,1553.0,1145.0
NETWEB,Netweb Technologies India Limited,Technology,Computer Hardware,308524253184,5190.0,113.566734,62.62844,40.751266,,39.019,0.096470006,0.06,1.737,45.7,27020369920,127.358,5813.0,2822.3
NEULANDLAB,Neuland Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,290468691968,22640.0,58.427315,46.125763,15.496023,,16.072,0.022880001,0.15,-0.321,387.49,6057591808,1461.02,23881.0,11500.0
NEWGEN,Newgen Software Technologies Limited,Technology,Software - Infrastructure,74421682176,526.5,23.716215,18.006157,4.1815248,,2.214,0.19478,1.16,0.53,22.2,16104229888,125.911,1041.95,401.05
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management,742082674688,1159.9,45.863976,34.661472,15.885995,,1.617,0.52507997,1.85,0.63,25.29,31175399424,73.014,1269.5,794.0
NIVABUPA,Niva Bupa Health Insurance Company Limited,Financial Services,Insurance - Life,148489469952,80.28,75.735855,23.687775,3.8702211,0.121350005,6.799,0.04814,,,1.06,89833103360,20.743,91.4,67.5
NUVAMA,Nuvama Wealth Management Limited,Financial Services,Asset Management,333803454464,1812.0,31.091284,21.586338,8.0018015,,282.325,0.28107,1.54,0.377,58.28,38526898176,226.449,2066.0,1096.9
NUVOCO,Nuvoco Vistas Corporation Limited,Basic Materials,Building Materials,125826113536,352.3,32.59019,20.917011,1.2301321,,48.061,0.03329,,0.322,10.81,115942998016,286.392,467.0,276.25
OBEROIRLTY,Oberoi Realty Limited,Real Estate,Real Estate - Development,681972334592,1875.6,25.906076,17.547005,3.8053038,,15.765,0.41592997,0.43,0.322,72.4,63224012800,492.891,1986.1,1391.2
ONGC,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,2951962427392,234.65,6.779832,5.6480927,0.7940778,,42.548,0.06181,6.18,0.097,34.61,7041283260416,295.5,307.5,227.65
OIL,Oil India Limited,Energy,Oil & Gas Integrated,794272530432,488.3,9.505548,7.571352,1.3692522,,58.741,0.21685,2.66,0.256,51.37,385207894016,356.618,531.0,390.0
OLAELEC,Ola Electric Mobility Limited,Consumer Cyclical,Auto Manufacturers,168837791744,38.21,,-12.776102,5.029617,,82.453,-0.92606,,1.366,-3.94,18800001024,7.597,64.35,22.25
OLECTRA,Olectra Greentech Limited,Industrials,Farm & Heavy Construction Machinery,100885430272,1229.1,56.823856,28.385681,8.22333,,30.841,0.020079998,0.05,0.299,21.63,1698295040,149.465,1714.2,866.6
PAYTM,One97 Communications Limited,Technology,Software - Infrastructure,1063960444928,1659.5,163.98221,52.499622,6.63877,,1.073,0.07249,,-0.265,10.12,89670000640,249.971,1732.3,930.6
ONESOURCE,OneSource Specialty Pharma Limited,Healthcare,Biotechnology,175965552640,1534.5,,20.324503,3.0242412,,25.791,-0.0315,,,-4.31,15433430016,507.4,1925.0,1057.0
OFSS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,1050048331776,12058.0,30.864136,26.597551,15.1562,0.49897,0.567,0.38154,5.52,0.506,390.68,89451003904,795.582,12540.0,6234.5
POLICYBZR,PB Fintech Limited,Financial Services,Insurance Brokers,848309125120,1836.0,113.61386,54.81515,11.604463,,4.922,0.102019995,,0.397,16.16,73343098880,158.215,1964.2,1364.0
PCBL,PCBL Chemical Limited,Basic Materials,Specialty Chemicals,125160456192,318.1,48.270107,20.417202,3.1331875,,124.132,0.030269999,1.42,0.581,6.59,85486198784,101.526,425.95,226.5
PGEL,PG Electroplast Limited,Technology,Electronic Components,161097089024,562.3,78.09722,33.955315,5.2704096,,19.567,0.03537,0.04,-0.16,7.2,58181287936,106.69,644.4,436.55
PIIND,PI Industries Limited,Basic Materials,Agricultural Inputs,373955657728,2465.0,32.050446,23.210924,3.329821,,3.048,0.17879999,0.62,0.366,76.91,65154998272,740.28,3832.9,2353.5
PNBHOUSING,PNB Housing Finance Limited,Financial Services,Mortgage Finance,304097361920,1166.0,13.140989,11.119677,1.5807211,,287.733,0.61353,0.69,0.308,88.73,37733998592,737.638,1211.5,729.6
PTCIL,PTC Industries Limited,Industrials,Metal Fabrication,355023552512,23680.0,283.8988,61.1486,23.556799,,17.341,0.18008,,0.316,83.41,6974279168,1005.23,24125.0,13460.0
PVRINOX,PVR INOX Limited,Communication Services,Entertainment,120785952768,1230.0,43.203373,20.991388,1.6388702,,91.874,0.0652,,0.327,28.47,68188000256,750.517,1284.5,907.4
PAGEIND,Page Industries Limited,Consumer Cyclical,Apparel Manufacturing,404885635072,36300.0,53.475937,41.766438,26.945694,,18.422,0.14126,2.2,0.033,678.81,53506600960,1347.154,45890.0,29805.0
PARADEEP,Paradeep Phosphates Limited,Basic Materials,Agricultural Inputs,163265773568,157.21,15.248302,13.730132,2.4043374,,101.822,0.04575,0.96,-0.086,10.31,234470899712,65.386,202.19,99.7
PATANJALI,Patanjali Foods Limited,Consumer Defensive,Packaged Foods,372598800384,342.5,18.943584,18.767124,2.8430314,,21.295,0.046090003,1.18,-0.179,18.08,427410030592,120.47,614.9,328.2
PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services,881611767808,5643.0,46.29584,31.905197,10.486099,0.25203,6.94,0.12236,0.64,0.079,121.89,157180887040,538.141,6599.0,4244.5
PETRONET,Petronet LNG Limited,Energy,Oil & Gas Refining & Marketing,432150052864,288.1,10.267284,10.157342,1.9388402,,10.507,0.113199994,3.47,0.458,28.06,371728908288,148.594,326.4,235.35
PFIZER,Pfizer Limited,Healthcare,Drug Manufacturers - General,210439569408,4600.0,28.59274,22.051773,5.00701,,1.671,0.28608,1.63,0.117,160.88,25697699840,918.712,5578.5,4360.1
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,Real Estate - Diversified,694610427904,1942.0,54.352085,38.899788,6.319413,,37.211,0.28164,0.13,0.317,35.73,45447630848,307.307,2169.8,1465.6
PWL,Physicswallah Limited,Consumer Defensive,Education & Training Services,367660072960,126.74,1584.25,59.71204,8.075698,,23.018,0.00497,,,0.08,41064001536,15.694,161.99,77.72
PIDILITIND,Pidilite Industries Limited,Basic Materials,Specialty Chemicals,1658634895360,1629.5,62.890778,51.357693,15.310389,,3.776,0.17202,0.71,0.402,25.91,153992806400,106.431,1707.5,1259.0
PINELABS,Pine Labs Limited,Technology,Software - Infrastructure,192140443648,166.52,151.38182,41.82753,3.2243824,,7.474,0.044949997,,,1.1,28316000256,51.644,284.0,134.73
PIRAMALFIN,Piramal Finance Limited,Financial Services,Credit Services,526596898816,2230.0,29.916822,15.075824,1.7538147,0.06038,286.781,0.32198003,0.49,,74.54,52396400640,1271.514,2324.0,1260.0
PPLPHARMA,Piramal Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,283500969984,213.96,,52.531307,3.4787982,,69.977,-0.03407,0.08,0.335,-2.36,92052897792,61.504,220.36,132.3
POLYMED,Poly Medicure Limited,Healthcare,Medical Instruments & Supplies,172304351232,1699.9,54.85318,34.83402,5.547289,,11.227,0.15774,0.21,0.011,30.99,19974240256,306.438,2107.8,1182.0
POLYCAB,Polycab India Limited,Industrials,Electrical Equipment & Parts,1250270904320,8300.0,43.66812,32.683414,10.331942,0.25549,1.738,0.09184,0.57,0.635,190.07,311875469312,803.334,10126.0,6663.0
POONAWALLA,Poonawalla Fincorp Limited,Financial Services,Credit Services,409949470720,468.05,48.9592,19.06285,3.6545277,,468.058,0.22666,,0.314,9.56,34718498816,128.074,570.4,361.2
PFC,Power Finance Corporation Limited,Financial Services,Credit Services,1173516189696,355.6,4.504687,3.9336283,0.8210347,,536.837,0.54484004,4.39,0.599,78.94,478058905600,433.112,486.5,329.9
POWERGRID,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,2473960669184,266.0,13.020068,13.702526,2.4618003,,150.813,0.33797002,4.61,0.156,20.43,470333685760,108.051,324.95,250.0
PREMIERENE,Premier Energies Limited,Technology,Solar,452349427712,1002.0,26.884893,20.270662,10.479308,,86.005,0.19667,0.15,,37.27,84662263808,95.617,1134.0,660.0
PRESTIGE,Prestige Estates Projects Limited,Real Estate,Real Estate - Diversified,683568922624,1587.0,59.88679,27.715645,4.2006574,0.07752,105.493,0.08725,0.13,0.439,26.5,130531999744,377.798,1805.2,1090.0
PFOCUS,Prime Focus Limited,Communication Services,Entertainment,239122513920,307.05,222.49998,43.739315,11.422141,,224.567,0.02349,,0.116,1.38,49194778624,26.882,367.0,161.01
PNB,Punjab National Bank,Financial Services,Banks - Regional,1344674332672,117.0,6.087409,6.8217754,0.8599527,0.14965999,,0.38147,2.56,0.5,19.22,579009773568,136.054,135.15,98.5
RRKABEL,R R Kabel Limited,Industrials,Electrical Equipment & Parts,278013313024,2458.0,45.73874,31.30837,10.799174,,13.092,0.0561,0.45,1.38,53.74,108319588352,227.61,2983.8,1181.6
RBLBANK,RBL Bank Limited,Financial Services,Banks - Regional,642631729152,414.35,34.2438,20.685902,1.5291926,,,0.09082,0.33,0.642,12.1,79456002048,270.96,417.05,261.6
RECLTD,REC Limited,Financial Services,Credit Services,839208468480,318.7,5.2435017,4.4946265,0.99656975,,607.463,0.6889,1.95,0.318,60.78,232764407808,319.797,390.5,304.05
RHIM,RHI Magnesita India Limited,Industrials,Metal Fabrication,76756582400,371.7,,20.237745,2.1557949,,12.595,-0.0868,0.67,0.359,-17.12,40735969280,172.419,508.3,323.05
RITES,RITES Limited,Industrials,Engineering & Construction,103810416640,216.0,24.884792,19.60665,3.8779173,,0.236,0.16983,5.1,0.261,8.68,24575799296,55.7,280.9,175.0
RADICO,Radico Khaitan Limited,Consumer Defensive,Beverages - Wineries & Distilleries,602116915200,4494.0,85.46976,56.369175,18.14797,,20.939,0.08838,0.15,0.244,52.58,58507911168,247.631,4747.0,2500.0
RVNL,Rail Vikas Nigam Limited,Industrials,Engineering & Construction,443045937152,212.49,49.301624,38.63455,4.5107946,,49.078,0.0432,1.61,0.813,4.31,208245800960,47.107,400.7,203.83
RAILTEL,RailTel Corporation of India Limited,Communication Services,Telecom Services,87295246336,272.0,25.208527,18.316498,3.8598533,0.16254,2.817,0.08096,1.2,0.713,10.79,42774798336,70.469,412.9,245.0
RAINBOW,Rainbow Children's Medicare Limited,Healthcare,Medical Care Facilities,146595463168,1445.0,51.460114,36.528645,8.899866,,53.558,0.1568,0.24,0.139,28.08,18201329664,162.362,1610.0,1084.0
RKFORGE,Ramkrishna Forgings Limited,Industrials,Metal Fabrication,127620333568,701.95,120.60996,35.039104,3.8620036,,74.422,0.02408,0.29,0.424,5.82,44394872832,181.758,772.8,460.15
REDINGTON,Redington Limited,Technology,Information Technology Services,290272837632,371.3,17.063417,12.240661,2.856813,,27.26,0.013259999,1.62,0.896,21.76,1282364801024,129.97,378.8,191.31
RELIANCE,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,17889929199616,1322.0,23.923273,18.51826,1.9789087,,36.653,0.066149995,0.45,0.152,55.26,11296050249728,668.045,1611.8,1249.8
RPOWER,Reliance Power Limited,Utilities,Utilities - Independent Power Producers,91690041344,22.17,,4.9157424,0.57165694,,92.348,-0.041199997,,0.827,-0.77,76904497152,38.782,50.73,20.17
SBFC,SBFC Finance Limited,Financial Services,Credit Services,110831304704,100.0,22.93578,16.320562,2.96824,,195.685,0.44877997,,0.597,4.36,10696980480,33.69,123.0,79.6
SBICARD,SBI Cards and Payment Services Limited,Financial Services,Credit Services,626419040256,658.25,27.55337,18.516258,3.985095,,280.206,0.18199,0.38,0.243,23.89,125014499328,165.178,965.0,565.45
SBILIFE,SBI Life Insurance Company Limited,Financial Services,Insurance - Life,1780945518592,1775.0,68.479935,50.799603,8.845192,0.13703,,0.021389998,0.15,0.351,25.92,1215675498496,200.674,2132.0,1700.4
SJVN,SJVN Limited,Utilities,Utilities - Renewable,257401569280,65.5,37.215908,13.632542,1.8090425,,226.528,0.12771,2.3,0.466,1.76,50052198400,36.207,95.58,63.02
SRF,SRF Limited,Industrials,Conglomerates,754946146304,2547.0,34.967052,28.240032,5.3763895,,36.195,0.12715,0.39,0.126,72.84,170011492352,473.738,3210.0,2355.0
SAGILITY,Sagility Limited,Healthcare,Health Information Services,219179810816,46.82,22.084908,15.9329195,2.2307985,,11.497,0.13036,0.43,,2.12,76173918208,20.988,57.89,35.83
SAILIFE,Sai Life Sciences Limited,Healthcare,Diagnostics & Research,336623599616,1584.9,93.504425,63.437206,13.491956,,11.614,0.16075,,,16.95,22503579648,117.47,1630.0,783.85
SAMMAANCAP,Sammaan Capital Limited,Financial Services,Mortgage Finance,181377646592,157.9,,,0.67968935,,273.033,0.0,,0.587,-89.78,-12612299776,232.312,192.95,129.0
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,Auto Parts,1692368764928,160.7,38.629807,23.190205,4.1298313,,43.908,0.033570003,0.31,1.044,4.16,1304830672896,38.912,173.27,95.09
SAPPHIRE,Sapphire Foods India Limited,Consumer Cyclical,Restaurants,73521700864,228.5,,96.554054,5.280917,,102.058,-0.0049799997,,0.337,-0.48,32394489856,43.269,338.0,139.91
SARDAEN,Sarda Energy & Minerals Limited,Basic Materials,Steel,179009683456,508.0,15.855181,10.73315,2.4307964,,35.204,0.19941,0.39,0.527,32.04,56653799424,208.985,639.75,453.1
SAREGAMA,Saregama India Limited,Communication Services,Entertainment,94328889344,491.4,42.619255,31.39936,5.6700435,,4.281,0.21314,1.83,0.617,11.53,10414499840,86.666,574.5,307.05
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,Auto Parts,618790584320,3958.9,49.29523,39.333263,10.086755,0.21645,0.783,0.119320005,0.88,0.111,80.31,105050398720,392.485,4467.7,3518.4
SCHNEIDER,Schneider Electric Infrastructure Limited,Industrials,Electrical Equipment & Parts,292711137280,1224.2,160.2356,51.221756,37.75016,,70.795,0.06292,,0.435,7.64,29203599360,32.429,1548.0,571.85
SCI,The Shipping Corporation of India Limited,Industrials,Marine Shipping,137923084288,296.1,8.518413,89.72728,1.5155859,,29.454,0.01102,2.54,,34.76,37089398784,195.37,368.75,195.55
SHREECEM,Shree Cement Limited,Basic Materials,Building Materials,860706242560,23855.0,52.909996,34.598583,9.341037,,38.149,0.1453,0.59,,450.86,88744697856,2553.785,30660.0,22550.0
SHRIRAMFIN,Shriram Finance Limited,Financial Services,Credit Services,2449455972352,1041.0,18.382483,11.72422,2.971408,0.18495001,276.215,0.50009996,1.33,0.606,56.63,226304098304,350.339,1153.7,590.85
SHYAMMETL,Shyam Metalics and Energy Limited,Basic Materials,Steel,295861125120,1063.0,26.259882,15.739107,2.628267,,8.133,0.057350002,0.51,0.512,40.48,195843096576,404.449,1111.0,746.0
ENRIN,Siemens Energy India Limited,Utilities,Utilities - Renewable,1109351071744,3115.1,74.613174,55.304718,23.054834,,4.483,0.15769,0.13,,41.75,94363000832,135.117,3968.0,2115.0
SIEMENS,Siemens Limited,Industrials,Specialty Industrial Machinery,1416291287040,3977.0,84.02704,58.699265,10.233173,,2.213,0.19017,0.45,0.576,47.33,173932003328,388.638,4149.4,2826.0
SIGNATURE,Signatureglobal (India) Limited,Real Estate,Real Estate - Development,111704711168,794.0,10.695044,14.408016,6.032335,,161.04,0.45731997,,0.799,74.24,22821849088,131.624,1158.0,705.2
SOBHA,Sobha Limited,Real Estate,Real Estate - Development,136152227840,1273.0,58.907913,17.608797,2.8846197,,24.62,0.04106,0.47,0.428,21.61,56167161856,441.306,1732.0,1130.0
SOLARINDS,Solar Industries India Limited,Basic Materials,Specialty Chemicals,1940559233024,21445.0,97.08891,60.91418,30.914429,,23.271,0.17543,0.05,0.245,220.88,113514897408,693.689,21695.0,11646.0
SONACOMS,Sona BLW Precision Forgings Limited,Consumer Cyclical,Auto Parts,492437340160,789.0,70.44643,46.77199,8.200641,,7.213,0.14212,0.46,0.454,11.2,48967540736,96.212,844.0,402.3
SONATSOFTW,Sonata Software Limited,Technology,Information Technology Services,78927937536,285.15,17.054426,13.610978,4.1440196,,37.962,0.04205,2.78,0.376,16.72,110151598080,68.81,421.5,207.15
STARHEALTH,Star Health and Allied Insurance Company Limited,Financial Services,Insurance - Life,328858730496,558.9,49.155674,19.936264,3.2427824,0.07507,,0.03619,,0.187,11.37,184750292992,172.352,624.9,416.55
SBIN,State Bank of India,Financial Services,Banks - Regional,9379230253056,1016.1,10.869704,9.688129,1.5080613,0.15177,,0.22376,1.71,0.386,93.48,3852830244864,673.779,1234.7,805.6
SAIL,Steel Authority of India Limited,Basic Materials,Steel,812887375872,196.8,19.014492,12.407136,1.3479359,,52.899,0.03844,1.19,1.047,10.35,1111347560448,146.001,209.7,124.0
SUMICHEM,Sumitomo Chemical India Limited,Basic Materials,Agricultural Inputs,247825858560,496.5,42.838654,34.014606,7.311255,,1.865,0.17858,0.26,0.207,11.59,32448819200,67.909,617.45,362.6
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,4556336922624,1899.0,37.738476,29.426865,5.4521184,,5.517,0.20188999,0.84,0.121,50.32,599105208320,348.305,2046.9,1548.0
SUNTV,Sun TV Network Limited,Communication Services,Broadcasting,185870008320,471.65,12.140284,10.598876,1.4670022,,0.837,0.33966,4.29,0.13,38.85,45024198656,321.506,660.7,455.25
SUNDARMFIN,Sundaram Finance Limited,Financial Services,Credit Services,513051754496,4654.9,23.125341,21.022943,3.4724689,,409.161,0.4609,0.86,0.179,201.29,48162701312,1340.516,5642.0,4000.0
SUPREMEIND,The Supreme Industries Limited,Industrials,Building Products & Equipment,441609224192,3475.0,42.732414,33.288963,7.155344,,1.473,0.09115,1.04,0.183,81.32,113261297664,485.651,4632.0,3140.0
SPLPETRO,Supreme Petrochem Limited,Basic Materials,Specialty Chemicals,144453369856,768.2,29.83301,30.605577,6.0783973,,5.61,0.084809996,1.36,-0.053,25.75,57153429504,126.382,979.0,462.3
SUZLON,Suzlon Energy Limited,Industrials,Specialty Industrial Machinery,623371157504,45.35,19.803493,21.430124,6.37565,0.39366,2.807,0.18090001,,0.646,2.29,173811400704,7.113,61.5,38.19
