scheme_code,scheme_name,isin_growth,isin_div_reinv,nav,date
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,68.034,30-Nov-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,68.3469,01-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,69.3988,04-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,69.8655,05-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,69.9704,06-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,69.8468,07-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,69.6023,08-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,69.968,11-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,69.8571,12-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,70.1539,13-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,70.9677,14-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,71.7251,15-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,71.6965,18-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,71.7189,19-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,69.5819,20-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,70.397,21-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,71.0912,22-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,71.4887,26-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,71.8708,27-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,72.1511,28-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,72.4268,29-Dec-2023
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,72.9044,01-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,72.581,02-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,72.631,03-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,73.4872,04-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,73.5535,05-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,72.9277,08-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,73.253,09-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,73.2785,10-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,73.664,11-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,74.3803,12-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,74.8965,15-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,74.6006,16-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,73.8822,17-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,74.0252,18-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,74.7206,19-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,72.8315,23-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,73.7722,24-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,73.8696,25-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,75.0001,29-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,74.9106,30-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,75.6979,31-Jan-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,75.6015,01-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,76.3293,02-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,76.2032,05-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.1441,06-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.1021,07-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,76.722,08-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,76.4277,09-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,75.0168,12-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,75.7467,13-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,76.6052,14-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.2825,15-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.6606,16-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.9173,19-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.8011,20-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.1205,21-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.7592,22-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.9898,23-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.9741,26-Feb-2024
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.849,27-Feb-2024
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,111.1737,30-Nov-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,111.685,01-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,113.4038,04-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,114.1664,05-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,114.3379,06-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,114.1359,07-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,113.7364,08-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,114.334,11-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,114.1528,12-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,114.6378,13-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,115.9675,14-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,117.2052,15-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,117.1585,18-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,117.1951,19-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,113.703,20-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,115.0349,21-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,116.1693,22-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,116.8189,26-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,117.4432,27-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,117.9014,28-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,118.3519,29-Dec-2023
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,119.1323,01-Jan-2024
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,118.6037,02-Jan-2024
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,118.6855,03-Jan-2024
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,120.0846,04-Jan-2024
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,120.193,05-Jan-2024
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,119.1703,08-Jan-2024
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,119.7019,09-Jan-2024
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,119.7436,10-Jan-2024
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,120.3736,11-Jan-2024
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,121.5441,12-Jan-2024
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,122.3875,15-Jan-2024
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,121.9038,16-Jan-2024
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,120.7301,17-Jan-2024
