scheme_code,scheme_name,isin_growth,isin_div_reinv,nav,date
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.8226,17-Aug-2026
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.6561,18-Aug-2026
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.4528,19-Aug-2026
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.9941,20-Aug-2026
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,78.3452,21-Aug-2026
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,78.3599,24-Aug-2026
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,78.6322,25-Aug-2026
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,78.5661,26-Aug-2026
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,78.4354,27-Aug-2026
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,78.7505,28-Aug-2026
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,78.4232,31-Aug-2026
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,78.1527,01-Sep-2026
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,77.6898,02-Sep-2026
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,78.0082,03-Sep-2026
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,78.2570,04-Sep-2026
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,156.9357,17-Aug-2026
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,156.6000,18-Aug-2026
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,156.1900,19-Aug-2026
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,157.2815,20-Aug-2026
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,157.9896,21-Aug-2026
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,158.0193,24-Aug-2026
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,158.5683,25-Aug-2026
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,158.435,26-Aug-2026
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,158.1714,27-Aug-2026
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,158.8068,28-Aug-2026
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,158.1469,31-Aug-2026
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,157.6014,01-Sep-2026
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,156.6678,02-Sep-2026
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,157.3100,03-Sep-2026
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,157.8118,04-Sep-2026
108167,Aditya Birla Sun Life Value Fund - Growth Option,INF209K01LF3,,138.1449,17-Aug-2026
108167,Aditya Birla Sun Life Value Fund - Growth Option,INF209K01LF3,,137.8463,18-Aug-2026
108167,Aditya Birla Sun Life Value Fund - Growth Option,INF209K01LF3,,137.4825,19-Aug-2026
108167,Aditya Birla Sun Life Value Fund - Growth Option,INF209K01LF3,,138.4402,20-Aug-2026
108167,Aditya Birla Sun Life Value Fund - Growth Option,INF209K01LF3,,139.0604,21-Aug-2026
108167,Aditya Birla Sun Life Value Fund - Growth Option,INF209K01LF3,,139.0774,24-Aug-2026
